resource_id,service,monthly_cost,currency,owner,team,env,cost_center
r-436,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-437,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-438,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-439,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-440,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-441,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-442,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-443,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-444,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-445,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-446,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-447,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-448,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-449,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-450,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-451,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-452,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-453,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-454,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-455,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-456,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-457,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-458,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-459,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-460,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-461,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-462,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-463,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-464,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-465,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-466,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-467,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-468,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-469,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-470,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-471,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-472,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-473,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-474,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-475,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-476,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-477,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-478,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-479,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-480,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-481,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-482,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-483,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-484,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-485,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-486,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-487,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-488,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-489,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-490,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-491,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-492,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-493,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-494,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-495,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-496,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-497,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-498,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-499,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-500,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-501,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-502,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-503,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-504,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-505,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-506,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-507,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-508,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-509,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-510,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-511,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-512,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-513,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-514,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-515,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-516,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-517,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-518,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-519,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-520,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-521,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-522,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-523,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-524,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-525,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-526,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-527,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-528,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-529,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-530,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-531,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-532,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-533,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-534,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-535,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-536,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-537,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-538,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-539,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-540,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-541,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-542,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-543,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-544,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-545,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-546,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-547,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-548,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-549,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-550,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-551,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-552,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-553,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-554,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-555,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-556,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-557,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-558,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-559,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-560,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-561,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-562,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-563,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-564,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-565,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-566,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-567,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-568,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-569,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-570,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-571,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-572,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-573,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-574,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-575,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-576,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-577,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-578,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-579,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-580,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-581,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-582,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-583,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-584,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-585,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-586,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-587,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-588,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-589,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-590,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-591,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-592,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-593,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-594,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-595,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-596,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-597,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-598,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-599,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-600,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-601,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-602,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-603,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-604,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-605,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-606,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-607,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-608,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-609,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-610,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-611,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-612,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-613,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-614,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-615,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-616,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-617,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-618,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-619,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-620,EC2,10.00,USD,anna.k,payments,prod,CC-1042
r-sneaky,EC2,99.00,EUR,eva.s,search,prod,CC-1043
